X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,GlobalID
-8843326.7,4548184.78,28945,324450,CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,VA,24450,NOT AVAILABLE,(540) 458-3300,CRITICAL ACCESS,OPEN,25,LEXINGTON,51678,USA,37.7785171,-79.440955,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/csjh,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{368992DD-D0AC-4B15-A533-EB2CA51EEB44}
-8503733,4447095.6,28950,12323666,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,NOT AVAILABLE,(757) 736-1000,GENERAL ACUTE CARE,OPEN,200,HAMPTON,51650,USA,37.0572922,-76.390334,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/careplex/pages/careplex.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,200,NOT AVAILABLE,Y,{F493029F-BD20-4CDE-9443-8A13CCDDB2CB}
-8886861,4578423.89,28951,224445,BATH COUNTY COMMUNITY HOSPITAL,106 PARK LANE,HOT SPRINGS,VA,24445,NOT AVAILABLE,(540) 839-7000,CRITICAL ACCESS,OPEN,25,BATH,51017,USA,37.9929072,-79.832031,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,www.bathhospital.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{5821B502-4CA8-4FDA-96A0-6156BC5CAF77}
-8483239.6,4420602.62,29119,12923502,LAKE TAYLOR TRANSITIONAL CARE HOSPITAL,1309 KEMPSVILLE ROAD,NORFOLK,VA,23502,NOT AVAILABLE,(757) 461-5000,LONG TERM CARE,OPEN,104,NORFOLK,51710,USA,36.8671304,-76.206238,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.laketaylor.org,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - DISTRICT/AUTHORITY,-999,104,NOT AVAILABLE,N,{24546CF2-7CC2-4394-A955-2105D30C3595}
-8474917.3,4420697.27,29120,15223455,SENTARA BAYSIDE HOSPITAL,800 INDEPENDENCE BOULEVARD,VIRGINIA BEACH,VA,23455,NOT AVAILABLE,(757) 363-6100,GENERAL ACUTE CARE,CLOSED,158,VIRGINIA BEACH,51810,USA,36.8678106,-76.131477,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/bayside/pages/baysidehospital.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,158,NOT AVAILABLE,N,{8AD84D5E-9E89-4916-BB4F-951FC725045C}
-8732389.5,4582616.27,29121,1922911,SENTARA MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DR.,CHARLOTTESVILLE,VA,22911,NOT AVAILABLE,(434) 654-7000,GENERAL ACUTE CARE,OPEN,176,ALBEMARLE,51003,USA,38.0225812,-78.44439,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,https://www.sentara.com/charlottesville-virginia/hospitalslocations/locations/martha-jefferson-hospital.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,176,NOT AVAILABLE,Y,{88072FE2-8C96-4FA4-AEC8-BE9324CC0FDB}
-8612127.8,4464878.66,29122,9423805,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PETERSBURG,95 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,NOT AVAILABLE,(804) 504-8100,REHABILITATION,OPEN,64,PETERSBURG,51730,USA,37.1846693,-77.36406,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2019/04/16 00:00:00+00,http://www.healthsouthpetersburg.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,64,NOT AVAILABLE,N,{083472E8-D963-4B57-A586-385DDA74474E}
-8628007.8,4521097.59,29123,10023226,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF VIRGINIA,5700 FITZHUGH AVENUE,RICHMOND,VA,23226,NOT AVAILABLE,(804) 288-5700,REHABILITATION,OPEN,40,HENRICO,51087,USA,37.585944,-77.506713,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.healthsouthrichmond.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,40,NOT AVAILABLE,N,{02583B45-9937-4559-A942-07D135C1442C}
-8628629.7,4520770.36,29124,9823226,ST. MARYS HOSPITAL AMBULATORY SURGERY CENTER,1501 MAPLE AVE,RICHMOND,VA,23226,NOT AVAILABLE,(804) 285-2010,GENERAL ACUTE CARE,OPEN,391,HENRICO,51087,USA,37.5836146,-77.5123,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-st-marys-hospital.,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,391,NOT AVAILABLE,Y,{FFB5B82D-069A-46C3-B000-F219DFDE90B8}
-8614565.7,4527141.32,29125,8823116,UROSURGICAL CENTER OF RICHMOND NORTH,8228 MEADOWBRIDGE RD,MECHANICSVILLE,VA,23116,NOT AVAILABLE,(804) 764-6000,GENERAL ACUTE CARE,OPEN,225,HANOVER,51085,USA,37.6289545,-77.38596,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-memorial-regional-medical-center.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,225,NOT AVAILABLE,Y,{42A61011-6C53-4B23-A436-1C4A05FA733B}
-8564643.7,4396198.63,29133,15923851,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851,NOT AVAILABLE,(757) 569-6100,GENERAL ACUTE CARE,OPEN,90,FRANKLIN CITY,51620,USA,36.691543,-76.937504,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.smhfranklin.com/pages/home.aspx,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,90,NOT AVAILABLE,Y,{7305FF04-3266-44C3-AE35-81D0B59E0485}
-8587595.2,4679588.96,29147,28,FORT BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,NOT AVAILABLE,(571) 231-3224,MILITARY,OPEN,120,FAIRFAX,51059,USA,38.7056025,-77.14368,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/07/29 00:00:00+00,www.fbch.capmed.mil/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,120,NOT AVAILABLE,Y,{496167DC-BFCB-498E-87AD-3F9DBC37EB41}
-9135494,4478945.94,29347,5724614,BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,24614,NOT AVAILABLE,(276) 935-1100,GENERAL ACUTE CARE,OPEN,49,BUCHANAN,51027,USA,37.2852789,-82.065539,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bgh.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,49,NOT AVAILABLE,Y,{8EB8951E-FDB0-4620-B386-4E5FDCB90FED}
-8899163.3,4474178.65,29348,7924014,CARILION MEDICAL CENTER,1906 BELLVIEW AVE,ROANOKE,VA,24014,NOT AVAILABLE,(540) 981-7000,GENERAL ACUTE CARE,OPEN,703,ROANOKE CITY,51770,USA,37.2511982,-79.942544,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/crmh/roanoke-va-hospital,NOT AVAILABLE,CARILION ROANOKE MEMORIAL HOSPITAL,51,NON-PROFIT,-999,703,LEVEL I,Y,{A1C35172-0CFF-4E80-9C6E-1EE9E4B67A93}
-8813339.7,4497393.84,29349,144124501,CENTRA LYNCHBURG GENERAL HOSPITAL,1901 TATE SPRINGS ROAD,LYNCHBURG,VA,24501,NOT AVAILABLE,(434) 200-3000,GENERAL ACUTE CARE,OPEN,358,LYNCHBURG,51680,USA,37.4170153,-79.171578,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.centrahealth.com/facilities/centra-lynchburg-general-hospital,NOT AVAILABLE,LYNCHBURG GENERAL HOSPITAL,51,NON-PROFIT,-999,358,LEVEL II,Y,{DD49045C-956D-46B2-8184-22831909F5AC}
-8621787.3,4518984.65,29351,10923220,CHILDREN'S HOSPITAL OF RICHMOND AT VCU (BROOK ROAD),2924 BROOK ROAD,RICHMOND,VA,23220,NOT AVAILABLE,(804) 321-7470,CHILDREN,OPEN,36,RICHMOND CITY,51760,USA,37.5709013,-77.450833,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,www.childrenshosp-richmond.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,36,NOT AVAILABLE,N,{DE91EB53-253D-494E-8331-DC04422B85CE}
-8839375.3,4380407.87,29352,7624541,SOVAH HEALTH DANVILLE,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NOT AVAILABLE,(434) 799-2100,GENERAL ACUTE CARE,OPEN,250,DANVILLE,51590,USA,36.5777138,-79.40546,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.danvilleregional.org,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,250,NOT AVAILABLE,N,{B36C4304-A257-4CD6-9609-BB67100134CB}
-8625812.6,4623682.05,29353,146222401,ENCOMPASS HEALTH REHAB HOSP OF FREDERICKSBURG,300 PARK HILL DRIVE,FREDERICKSBURG,VA,22401,NOT AVAILABLE,(540) 368-7300,REHABILITATION,OPEN,52,FREDERICKSBURG,51630,USA,38.3126122,-77.486993,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.encompasshealth.com/fredericksburgrehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,52,NOT AVAILABLE,N,{DC448A62-C5C3-40CB-BDD1-40B9C876C990}
-8624268.1,4516598.93,29354,11123220,HENRICO DOCTORS' HOSPITAL - RETREAT,2621 GROVE AVENUE,RICHMOND,VA,23220,NOT AVAILABLE,(804) 254-5100,GENERAL ACUTE CARE,OPEN,226,RICHMOND CITY,51760,USA,37.553913,-77.473119,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://hcavirginia.com/locations/retreat-doctors-hospital/index.dot,NOT AVAILABLE,RETREAT DOCTORS HOSPITAL,51,PROPRIETARY,-999,226,NOT AVAILABLE,N,{AF29CDA6-9CA0-45C5-B899-C9FA4105135E}
-8702111.2,4747941.14,29355,145622601,WINCHESTER REHABILITATION CENTER,333 WEST CORK STREET,WINCHESTER,VA,22601,NOT AVAILABLE,(540) 536-8000,REHABILITATION,OPEN,495,WINCHESTER,51840,USA,39.1831559,-78.172395,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,http://www.valleyhealthlink.com/our-locations/inpatient-outpatient-rehabilitation/winchester-rehabilitation-center-inpatient-.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NOT AVAILABLE,-999,495,NOT AVAILABLE,N,{A2CEB937-DF2A-4C18-9FB2-74B0454AD1E2}
-8614696.2,4526960.96,30102,145323116,SHELTERING ARMS HOSPITAL,8254 ATLEE ROAD,MECHANICSVILLE,VA,23116,NOT AVAILABLE,(804) 764-1000,REHABILITATION,OPEN,40,HANOVER,51085,USA,37.6276713,-77.387132,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.shelteringarms.com/,NOT AVAILABLE,NOT AVAILABLE,51,NOT AVAILABLE,-999,40,NOT AVAILABLE,Y,{93E20942-7389-46E2-818D-63A7A7E4F512}
-8624814,4732270.02,30322,4020176,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176,NOT AVAILABLE,(703) 858-6000,GENERAL ACUTE CARE,OPEN,183,LOUDOUN,51107,USA,39.0739514,-77.478022,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.inova.org/patient-and-visitor-information/facilities/inova-loudoun-hospital/index.jsp,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,183,NOT AVAILABLE,Y,{AB9C947E-A201-4446-B53D-C808867E1493}
-8797290.7,4599567.95,30424,20522402,WESTERN STATE HOSPITAL,103 VALLEY CENTER DRIVE,STAUNTON,VA,22402,2500,(540) 332-8000,PSYCHIATRIC,OPEN,84,STAUNTON,51790,USA,38.1424439,-79.027407,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.wsh.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,84,NOT AVAILABLE,N,{AFF136C0-B91F-473B-96D4-828356DDE7F1}
-8622024.8,4468079.25,30425,124,CENTRAL STATE HOSPITAL,26317 WEST WASHINGTON STREET,PETERSBURG,VA,23803,30,(804) 524-7000,PSYCHIATRIC,OPEN,126,DINWIDDIE,51053,USA,37.2075718,-77.452967,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2015/05/23 00:00:00+00,http://www.csh.dbhds.virginia.gov/contact.html,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,126,NOT AVAILABLE,N,{8A375FEF-C501-4F3B-97CE-2824139D1E1A}
-8839883.9,4377226.01,30426,20324541,SOUTHERN VIRGINIA MENTAL HEALTH INSTITUTE,382 TAYLOR DRIVE,DANVILLE,VA,24541,4023,(434) 799-6220,PSYCHIATRIC,OPEN,72,DANVILLE,51590,USA,36.5547568,-79.410028,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2017/03/09 00:00:00+00,http://www.svmhi.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,72,NOT AVAILABLE,N,{309F7426-01DC-48B0-87B6-0D756392F873}
-8792774.5,4592787.56,30764,122939,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,NOT AVAILABLE,(540) 332-4000,GENERAL ACUTE CARE,OPEN,255,AUGUSTA,51015,USA,38.0945244,-78.986837,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.augustahealth.com,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,255,NOT AVAILABLE,Y,{688869F9-B629-4B3B-BABA-DBB073DDE18E}
-9118415.7,4400554.54,31352,148224211,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211,NOT AVAILABLE,(276) 258-1000,GENERAL ACUTE CARE,OPEN,116,WASHINGTON,51191,USA,36.7229134,-81.912121,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.jmh.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,116,NOT AVAILABLE,Y,{560AB32C-028E-4835-AADA-8837A40D8E9C}
-8494319.2,4417581.33,31359,16,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,202,PORTSMOUTH,51740,USA,36.8454139,-76.305768,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/07/29 00:00:00+00,http://www.med.navy.mil/sites/nmcp2/pages/default.aspx,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,202,NOT AVAILABLE,Y,{9009B491-AC61-4F57-BB86-677603E0D213}
-8623663.2,4508761.19,31775,16123225,HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,1201 BROAD ROCK BLVD,RICHMOND,VA,23225,NOT AVAILABLE,(804) 675-5000,GENERAL ACUTE CARE,OPEN,273,RICHMOND CITY,51760,USA,37.4980743,-77.467685,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2015/05/29 00:00:00+00,http://www.richmond.va.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,273,NOT AVAILABLE,Y,{92511509-E453-47E1-9BA3-02170934C647}
-8735075.5,4673549.17,32106,522835,PAGE MEMORIAL HOSPITAL,200 MEMORIAL DRIVE,LURAY,VA,22835,NOT AVAILABLE,(540) 743-4560,CRITICAL ACCESS,OPEN,25,PAGE,51139,USA,38.66325,-78.468518,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.valleyhealthlink.com/page,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{30700D1D-E23A-4A89-BA46-9980509DCCE8}
-8611608.6,4465251.17,32742,19323805,POPLAR SPRINGS HOSPITAL,350 POPLAR DRIVE,PETERSBURG,VA,23805,NOT AVAILABLE,(804) 733-6874,PSYCHIATRIC,OPEN,208,PETERSBURG,51730,USA,37.1873352,-77.359397,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.poplarsprings.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,208,NOT AVAILABLE,N,{4494CE6F-BAB8-40F7-8491-659B77332CBA}
-8890773.9,4397267.72,32754,8224112,SOVAH HEALTH-MARTINSVILLE,320 HOSPITAL DRIVE,MARTINSVILLE,VA,24115,NOT AVAILABLE,(276) 666-7200,GENERAL ACUTE CARE,OPEN,223,MARTINSVILLE,51690,USA,36.6992436,-79.86718,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.sovahhealth.com/patients-visitors/about-us/sovah-health-martinsville,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,223,NOT AVAILABLE,Y,{EDBE9B1D-2D45-46C4-BB43-2EF623BF7EF9}
-8542757,4486089.85,32755,14423188,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,100 SENTARA CIRCLE,WILLIAMSBURG,VA,23188,NOT AVAILABLE,(757) 984-6000,GENERAL ACUTE CARE,OPEN,145,YORK,51199,USA,37.336321,-76.740892,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/williamsburg/pages/williamsburgregionalmedical.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,145,NOT AVAILABLE,Y,{C627A0AA-9C9B-4019-A67D-C99BADD382ED}
-8580177.5,4684458.41,32757,3222306,INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,ALEXANDRIA,VA,22306,NOT AVAILABLE,(703) 664-7000,GENERAL ACUTE CARE,OPEN,237,FAIRFAX,51059,USA,38.7397301,-77.077046,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.inova.org/patient-and-visitor-information/facilities/inova-mount-vernon-hospital/index.jsp,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,237,NOT AVAILABLE,Y,{6DC5E720-264E-460E-BA94-38B32EE4CB50}
-8558117.3,4565484.56,32758,14922560,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,22560,NOT AVAILABLE,(804) 443-3310,GENERAL ACUTE CARE,OPEN,67,ESSEX,51057,USA,37.901246,-76.878876,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.riverside-online.com/rth,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,67,NOT AVAILABLE,Y,{1BDEE8F8-6C89-46A2-89E6-F570C7049AAC}
-8702411.9,4465945.52,32759,20223922,PIEDMONT GERIATRIC HOSPITAL,5001 E. PATRICK HENRY HIGHWAY,BURKEVILLE,VA,23922,427,(434) 767-4401,PSYCHIATRIC,OPEN,123,NOTTOWAY,51135,USA,37.1923042,-78.175096,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.pgh.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,123,NOT AVAILABLE,N,{FFF27634-4D0E-47C8-99BD-7E01AE8A831D}
-8798172.7,4598067.98,32762,19922401,COMMONWEALTH CENTER FOR CHILDREN AND ADOLESCENTS,1355 RICHMOND RD,STAUNTON,VA,22401,9124,(540) 332-2100,PSYCHIATRIC,OPEN,48,STAUNTON,51790,USA,38.1318458,-79.035331,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.ccca.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,48,NOT AVAILABLE,N,{9A6C7BF1-6AD8-4957-A524-1699CB175DA5}
-8778151.1,4636767.48,33177,147322801,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,NOT AVAILABLE,(540) 689-1000,GENERAL ACUTE CARE,OPEN,238,ROCKINGHAM,51165,USA,38.4047868,-78.855473,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.rmhonline.com,NOT AVAILABLE,ROCKINGHAM MEMORIAL HOSPITAL,51,NON-PROFIT,-999,238,NOT AVAILABLE,Y,{FA51ABAA-E131-46A4-9843-D4ED663F177C}
-8739992,4703109.48,33178,147522664,VALLEY HEALTH SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,22664,NOT AVAILABLE,(540) 459-1100,CRITICAL ACCESS,OPEN,25,SHENANDOAH,51171,USA,38.8702953,-78.512684,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.valleyhealthlink.com,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{FEF6BCE0-277E-4061-A9B1-4D42E04AB324}
-8614816.2,4527154.46,33577,183223116,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,NOT AVAILABLE,(804) 764-6000,GENERAL ACUTE CARE,OPEN,225,HANOVER,51085,USA,37.629048,-77.388211,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2020/05/05 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,51,NOT AVAILABLE,-999,225,NOT AVAILABLE,Y,{EA2E29AD-779D-4BF5-967A-27F4F109F8AB}
-8630157.2,4527528.64,33750,10323294,HENRICO DOCTORS' HOSPITAL - PARHAM,7700 EAST PARHAM ROAD,RICHMOND,VA,23294,NOT AVAILABLE,(804) 747-5600,GENERAL ACUTE CARE,OPEN,200,HENRICO,51087,USA,37.63171,-77.526021,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://parhamdoctors.com/,NOT AVAILABLE,PARHAM DOCTORS HOSPITAL,51,PROPRIETARY,-999,200,NOT AVAILABLE,N,{D37275A7-B8EF-4DE5-8C48-C2CD01D08FE8}
